icnfdr,u10,v10,skt,stl1
21.72106,-1.2335482,-0.7103612,284.8777,287.0603
17.902205,-1.005127,-0.50575465,285.11035,287.2605
18.780855,-1.4811134,-0.58704865,284.7173,286.43848
23.001759,-1.4326925,-0.5866376,282.67383,285.15112
32.061554,-2.3418083,-1.544446,281.8806,284.06836
34.061554,-0.842921,-0.5082467,282.29077,284.38794
26.24094,-1.5730305,-0.79936177,282.094,284.62646
18.60323,-0.71136576,-0.26796925,282.90918,284.50464
17.420324,-0.9054211,-0.09564853,280.71167,283.3772
24.141386,-0.9024356,-0.6203717,280.77832,282.8994
27.179384,-0.8839947,-0.53491616,283.0171,284.8794
32.202938,-1.0989752,-0.6088068,284.46655,286.91113
31.962,-1.0058231,-0.57446355,283.86377,286.03442
23.35877,-1.1854734,-0.76431936,285.07202,286.6587
35.382324,-0.8082615,-0.3903737,285.66064,288.12866
35,-1.5543842,-0.79318804,285.62573,288.3501
21.360529,-0.6378492,-0.4166655,285.46387,287.75757
14.157589,-1.2938423,-0.9287629,286.61353,289.02856
40.36788,-1.3002691,-1.3019981,286.00952,287.95337
36.119587,-1.5634518,-0.9215384,289.29785,290.8662
41.24094,-1.1215687,-0.58047116,291.19873,293.3015
41.298973,-1.4548464,-0.75707984,290.34595,292.99902
20.936686,-0.9839311,-0.5809311,289.02856,291.08838
24.802652,-0.77021086,-0.2716757,288.6123,290.01733
30.23918,-0.88136655,-0.51263565,287.44458,289.33154
33.179382,-1.49053,-0.73923796,289.9685,291.53003
41.998238,-1.3617239,-0.73087275,290.69336,293.7566
30.579674,-1.0918789,-0.54331803,291.03955,293.1018
37.762894,-1.0354023,-0.55071145,289.09985,290.64917
43.878647,-0.7813463,-0.3360812,286.98584,289.5171
43.585266,-0.9439916,-0.9672182,286.54785,288.56177
35.465675,-0.6364515,-0.5670716,285.3506,288.19702
36.32253,-2.6733522,-1.3973637,285.0808,286.72534
37.021793,-0.5883454,-0.47516167,284.49316,286.60376
34.91665,-0.7837185,-0.50357455,286.0083,287.85083
35.95848,-0.90390223,-0.6279134,287.30103,289.09546
45.179382,-1.1742172,-0.48953235,289.2605,291.1731
49.621506,-1.684454,-0.7865097,290.91064,293.33032
47.181145,-1.6307621,-0.5810541,292.01538,293.99463
36.49099,-1.467618,-0.7600171,292.86597,294.99902
43.181145,-0.9864415,-0.5919703,292.3357,294.39087
40.661263,-0.9614273,-0.50972736,290.5774,292.04004
45.119587,-1.3752003,-0.7074456,288.5952,290.8672
43.661263,-1.0129681,-0.52741534,289.2815,291.58936
42.360527,-1.4260626,-0.70221364,289.9768,292.09082
42.54167,-1.81073,-1.1928988,290.47925,292.85522
45.179382,-2.227973,-1.3909073,291.50635,294.26172
45.418564,-2.1979322,-1.3257618,293.094,295.3152
46.08159,-1.2300224,-0.6910682,293.33203,295.41748
46.32077,-1.7915335,-1.27596,294.1692,296.11743
48.239178,-2.4853191,-1.3232441,295.34912,297.24292
46.32077,-1.7554188,-0.92984664,294.8418,297.7163
48.239178,-1.5343552,-0.8373116,294.20142,297.06665
45.418564,-1.5733557,-0.85968614,293.48486,296.30103
45.418564,-1.4878702,-0.8282962,293.16724,295.28125
46.32077,-1.4962006,-0.79589045,293.69556,296.8667
48,-1.9216366,-1.0363693,294.88867,298.0957
33.23033,-1.594141,-0.8370149,296.59253,298.70703
1.1959062,-1.4867678,-0.782272,295.3452,297.30225
43.239178,-2.247034,-0.7568596,293.62524,295.31543
41.659504,-1.2663202,-0.596306,292.7705,295.2129
37.659504,-1.1744146,-0.7010201,291.22998,293.65942
45.041832,-1.1867771,-0.6967651,290.97607,293.30762
45,-1.0425196,-0.54003656,293.26245,295.31445
40.940205,-1.1660376,-0.5903882,294,296.07153
37.52547,-0.73646325,-0.48739308,294.72144,296.46558
44.820614,-0.97609043,-0.53216636,295.00586,296.80225
45.179382,-1.1338158,-0.5926844,295.53735,297.4331
47.641228,-2.0120687,-1.2225399,296.7168,298.32788
46.27894,-1.1594687,-0.6444992,295.73193,297.70532
48.418564,-1.2328968,-0.8120943,293.4297,296.05518
42.938442,-0.3748902,0.2941361,291.01807,293.91187
38.119587,-1.0258198,-0.49283355,288.67847,290.66553
39.480118,-0.8021062,-0.42638218,288.80933,290.7876
41.900444,-1.0156946,-0.5091503,288.5459,290.8462
36.020035,-0.96416986,-0.39532638,289.94556,291.67725
45.119587,-1.1028337,-0.55800074,291.82397,293.26318
36.661263,-1.3362885,-0.78944755,293.438,295.72803
42.52547,-0.9252055,-0.27173287,292.76587,295.83203
42.420322,-1.5182533,-0.829747,293.30884,295.56104
45.35877,-1.4724035,-0.7942896,292.8213,295.2583
48.239178,-1.6767721,-0.8008909,293.2295,295.45947
48.239178,-1.3734932,-0.71126103,293.69727,295.91675
48.179382,-1.1516447,-0.7711593,294.01367,296.1831
46.32077,-1.0201111,-0.6169887,292.97705,295.17114
45.179382,-1.2503166,-0.62627864,292.44604,294.28467
46.32077,-1.4103184,-0.61137587,292.1057,294.64575
47.179382,-0.9711969,-0.23983657,291.96484,293.8672
41.30073,-1.0229387,-0.36514515,289.45044,292.24072
42.119587,-0.95722806,-0.53762126,289.02393,291.67065
42.81885,-0.87370384,-0.6727437,288.45386,290.88696
43.878647,-1.038043,-0.59553564,288.43555,290.77905
34.856853,-1.2479897,-0.6823593,288.9917,291.16016
31.297216,-0.70682,-0.5916374,287.78223,290.03394
39.058033,-1.0224781,-0.5430437,287.80273,289.93408
45.298973,-1.2103548,-0.646193,288.20044,290.6172
42.938442,-0.99382824,-0.55880404,288.09546,290.1765
36.05979,-1.3117542,-0.57474095,287.89282,290.04346
18.661264,0.73404837,-0.08419633,285.34473,288.66138
16.574078,-0.5088975,-0.14767468,284.58667,287.07812
28.506876,-0.6696505,-0.61517686,282.78003,284.91455
35.759056,-1.5701914,-0.80750895,285.5,287.39893
45.119587,-0.8759494,-0.50580037,288.27075,289.87793
45.179382,-1.1221342,-0.63635314,289.14502,291.81372
45.05979,-1.0393562,-0.60194546,289.9319,291.72046
44.940205,-1.3247843,-0.7053342,290.1731,291.4939
45.418564,-1.5652761,-0.80376506,290.17896,292.58765
47.695744,-1.5700064,-0.71129364,291.1704,293.24146
40.88041,-1.5099401,-0.54433453,291.61646,293.271
46.08159,-1.9562483,-0.84389514,290.4414,292.614
44.360527,-1.7659407,-0.93720335,290.92065,293.0923
45.179382,-1.1875305,-0.60704595,291.63452,293.75732
45,-1.6895342,-0.982907,292.80933,294.5791
45.59795,-1.6382542,-0.8700416,291.81665,294.66382
46.08159,-1.5547485,-0.9548058,291.1211,294.32788
52,-2.1282167,-1.0849609,291.66968,293.57397
50.554356,-2.273425,-0.92640096,291.93652,294.04248
38.35877,-1.279417,-0.52726835,288.44873,290.1787
27.139627,-0.29619503,-0.6470234,285.2329,287.92847
34.780853,-1.4292736,-0.646968,286.19922,287.9148
37.05979,-0.9860562,-0.4864695,287.21118,288.5039
33.097794,-1.4249659,-0.5633751,287.16748,289.615
15.182903,-0.16705018,0.62227845,283.17993,286.47534
18.701023,-0.52665913,-0.7267672,280.92456,283.14038
11.818854,-0.43627352,-0.20856065,284.63867,286.05347
21.262735,-2.3497515,-1.3773661,285.6184,286.32373
8.721327,-2.6380367,-1.4431877,284.34497,286.78247
28.103388,-1.3960876,-0.7461154,285.94214,287.6433
33.123108,-1.583252,-0.7736785,287.31665,288.82275
42.822372,-2.2220411,-1.1219978,288.69458,290.28687
42.023556,-2.4764633,-1.2786341,289.65308,290.67285
43,-2.408081,-1.248045,290.4131,291.82446
41.239178,-2.060523,-0.9999044,288.0525,289.49463
41.239178,-1.0378532,-0.5856759,286.8186,288.45288
41.418564,-1.126461,-0.624503,287.86157,289.36597
43,-1.1272821,-0.658985,288.08936,289.35303
43.97644,-1.5677423,-0.75200784,287.7693,288.7937
45,-2.7815619,-1.6192198,290.1006,290.47046
49.44212,-2.7704477,-1.7865686,292.47388,293.36792
45.179382,-2.1862373,-1.2290564,290.2356,292.00317
42.621506,-2.3504257,-1.2069225,290.80225,293.62427
41.239178,-2.8468037,-1.6166372,291.854,292.76782
45.179382,-2.6838293,-1.3519297,292.292,293.47168
41,-2.5305367,-1.2555733,292.19043,292.1599
45.179382,-2.7487116,-1.4790697,291.2671,292.636
41.05979,-1.625248,-0.8864989,288.6599,290.8623
34.119587,-1.5969944,-0.79126513,288.10107,289.4038
39.360527,-0.93701863,-0.50374025,285.9812,287.79834
32.036236,-1.4187403,-0.6130439,285.70874,287.51392
31.157589,-1.1179857,-0.69312537,284.41943,286.2693
26.418566,-0.8549826,-0.54143256,284.26978,285.8015
32.239178,-0.9139889,-0.45256084,284.96777,286.2422
8.235344,-1.185749,-0.58861583,284.3794,286.53638
0,-1.89744,-0.84946966,281.03638,285.2649
38.54839,-2.734067,-1.7231464,280.0542,282.02197
40.304253,-2.909915,-1.0179548,281.5027,282.96167
39.941963,-1.8877926,-0.894599,281.5254,282.31177
38.2047,-1.3770132,-0.70977044,282.33887,283.87085
36.318695,-1.2421207,-0.64388084,281.7273,283.68823
38.51988,-1.4701357,-0.7793254,281.9458,283.50854
37.88041,-1.5087738,-0.75530034,282.66772,285.03345
34.579674,-1.552043,-0.7221997,282.2732,283.06567
34.518116,-1.5102825,-0.8303313,282.08936,283.65942
21.992645,-0.7884956,-0.43559575,283.36133,284.95068
0,0.96972775,1.0213289,282.6482,286.9563
6.3699627,0.6085029,-0.9457263,276.85938,280.4485
14.639469,-0.86613613,-0.42430383,275.81738,277.21753
8.219143,-1.5886583,-0.007390011,277.21362,278.95947
12.759059,-1.2872391,-0.8407785,276.22778,277.87842
0,-2.2038317,-0.036756128,278.26343,280.9768
21.285973,-0.10816181,-1.502181,277.4829,279.3479
20.383766,-3.2538443,-1.3169594,277.68652,279.46655
13.764336,-0.9109483,-0.546579,278.01685,279.75977
22.526913,-3.9899426,-1.5172815,280.2273,282.02783
21.32397,-2.0723896,-1.0998411,277.4453,279.38013
20.061554,-0.9081524,-0.46820265,277.25513,277.51904
17.400288,-0.70129114,-0.39089638,276.96826,277.75586
26.579674,-1.1021729,-0.6013983,277.54883,278.15747
18.492485,-2.1773863,-0.8696499,278.1516,279.51733
0,-1.4306078,-0.879852,270.81274,277.99194
20.121029,-1.1453695,-0.605299,274.21313,275.93652
10.041515,-0.94464284,-0.44926196,277.93774,279.19043
0,-0.17644596,-0.06444156,274.81763,279.20093
0,-2.7969866,-1.4370718,269.67505,275.46558
10.642986,-1.9880924,-0.8923354,271.79614,273.55518
0,-1.1270714,-0.029599171,277.03564,279.16626
12.22266,-1.7542524,-1.0896559,271.3943,274.26587
19.443562,-2.9499273,1.324172,277.239,278.51538
25.948997,-3.0095263,1.1019697,280.61597,280.70215
23.20438,-2.9676342,0.25594068,280.33667,282.47998
0,-3.101674,3.173586,278.83984,283.76147
0,-0.9056864,-0.008496426,275.5774,280.115
0,-2.5646753,-0.9008704,274.25122,276.6897
0,-0.9928453,2.3432493,279.6482,281.01392
4.2102957,-2.568859,-1.31071,273.5791,278.92383
11.883926,-2.517912,-1.2970343,272.91895,274.88013
14.70454,-1.6470556,-0.9470214,272.00415,274.46582
15.119271,-1.6130285,-0.93561006,271.69116,274.35742
,-1.8054152,-0.95423675,274.01245,274.76245
,-1.9538174,-1.0298939,275.75244,276.1455
,-2.1120777,-0.9841743,276.45557,276.99683
,-1.7010746,-0.9083503,275.7754,276.7793
,-1.3180704,-0.71834797,275.43604,277.12524
,-2.4301891,-1.277133,276.05786,277.00342
,-1.8063679,-1.0018196,275.74536,277.48096
,-0.8956561,-0.4800809,277.1897,278.28687
,-1.086442,-0.69100595,274.17432,276.2334
,-3.4903545,-1.7873392,273.6477,276.18164
,-2.0729618,-1.0690222,273.6443,274.65845
