icnfdr,u10,v10,skt,stl1
46.021793,-1.0814457,-0.53372604,288.66113,292.0835
45,-0.975509,-0.557861,288.55322,292.07544
45.179382,-1.1775503,-0.73002,289.36108,292.6792
45.418564,-1.0645561,-0.61444014,291.91675,294.47656
48.239178,-1.406085,-0.74027586,293.32446,297.17603
45.35877,-1.124156,-0.5257382,295.91455,299.34692
40.487473,-1.6310463,-0.68655956,295.84766,298.08472
43.420322,-1.5509882,-0.7221297,294.73828,297.02734
45.179382,-1.1910734,-0.6798306,292.62012,295.70117
46.32077,-1.2782192,-0.73393714,292.1194,295.30737
45.179382,-1.0655689,-0.5630535,293.75366,297.03516
49.621506,-1.4318056,-0.763298,293.97754,297.87524
42.501915,-0.77149904,-0.26167536,294.5166,297.53125
45.179382,-1.4718819,-0.7985122,291.02368,294.39258
48.418564,-1.442071,-0.7341273,292.24536,294.80176
52.11783,-1.7402153,-0.735357,292.0625,295.33496
45.418564,-1.4216461,-0.5498356,291.54468,294.2754
46.32077,-1.2021399,-0.7021718,291.4724,294.29224
42.56171,-1.4553137,-0.8659469,291.69946,295.03296
48.239178,-1.3659401,-0.6375648,292.625,295.9038
39.81885,-1.0574255,-0.623037,291.67822,294.57178
36.05979,-0.9540841,-0.62213147,290.62598,293.16968
29.962,-0.25001323,-0.28550214,288.70972,291.49683
36.900444,-0.59775,-0.43580836,287.6753,290.95825
40.6813,-1.3014154,-0.80774224,288.8911,292.09888
45.961998,-1.8463755,-1.1837788,290.70288,294.0974
48.179382,-1.277688,-0.61233664,291.0017,294.6538
44.579674,-1.7690458,-0.8193741,291.4463,294.5381
47.57791,-1.5669498,-0.61370534,290.0022,293.24854
37.583508,-1.2775574,-0.76503605,288.85718,292.00684
29.20294,-0.37327862,-0.39491993,289.24976,292.6267
27.304571,-0.512668,-0.48607343,290.22705,292.9297
20.537838,-1.9163036,-0.96803457,292.65674,294.76978
32.644424,-2.1805248,-1.0396976,294.24268,296.4331
42.143143,-2.9912615,-1.6267166,293.66187,295.53516
46.73902,-2.5107183,-1.3383856,294.70947,297.31372
44.181145,-2.820798,-1.3246756,295.09668,298.1194
38.360527,-1.86094,-1.0242796,292.4463,296.43042
52.298973,-2.0071049,-1.1442232,292.0166,295.20654
0,-2.1046343,-1.2086992,290.63892,295.70312
0,-0.1174649,1.2882452,289.18677,293.60254
5.713973,-1.1698275,-0.5561644,287.12354,290.73096
29.422085,-1.2540646,-0.7012695,287.76147,290.89404
35.842407,-1.3709888,-0.7311942,288.36792,292.59497
27.300734,-0.8525741,-0.6391351,289.51465,293.42578
31.661264,-1.1002293,-0.64703155,288.74927,292.2788
34.48188,-0.910244,-0.5477649,287.92847,291.65845
37.623264,-0.9918788,-0.5220022,288.3015,292.32202
39.884243,-1.034379,-0.55108917,288.8689,292.2964
38.44212,-1.4440298,-0.8292288,288.02295,291.25293
50.583508,-1.4787197,-0.7729085,288.5244,292.0376
17.753464,-1.1552706,1.0031872,289.1377,292.07397
0,-0.4941092,0.83334875,286.77222,290.28247
0,-0.1789537,-0.22276247,285.22363,289.23975
0,-0.9751285,-1.072751,282.58252,286.59448
19.541674,-0.8426698,-0.41639227,285.365,288.22534
20.88041,-1.2265291,-0.6929096,286.3059,289.39355
23.059793,-1.3185015,-0.71893764,286.36646,289.2351
37.978203,-1.8923292,-0.9513667,286.47534,289.479
23.097794,-2.491002,-0.8658389,288.26538,290.97754
29.001759,-1.7298956,-0.8030797,289.36865,291.7832
32.422085,-1.3551197,-0.71930045,287.99512,291.64014
31.181145,-0.9583431,-0.5337536,287.2566,290.16406
31.699265,-0.96760005,-0.52202934,286.8916,289.9702
31.382326,-1.8960056,-1.1086235,288.0498,290.22607
28.08335,-1.5746613,-0.8216585,288.76343,290.40112
27.89661,-1.4747391,-0.71007055,289.2827,292.03247
21.577913,-1.364212,-0.7900692,289.30542,291.8789
21.063313,-0.6254208,-0.56960356,287.48193,290.44458
22.338734,-0.58529454,-0.48022652,286.1648,288.74316
25.956406,-0.70915717,-0.39010465,287.07495,289.18896
13.802335,-1.6378622,-0.382312,286.13647,289.17212
9.913715,-2.1172285,-0.8406905,283.5852,286.80786
27.519878,-1.2546387,-0.6552388,283.16284,285.9402
34.39853,-1.3634224,-0.6491081,283.0996,286.05737
29.255383,-1.6582937,-0.74543816,283.8457,286.95386
28.916649,-1.3142557,-0.7624574,283.57153,286.82056
32.798817,-0.9449192,-0.775872,283.98315,286.62646
29.56347,-1.1795855,-0.7401109,284.21045,286.68945
31.782616,-1.0549126,-0.5679815,283.48096,286.43066
0,0.49091548,0.9923809,284.1338,286.56494
0,-1.4009972,-0.529189,279.42676,284.42163
11.168461,-1.0271387,-0.65793854,280.8943,283.38013
16.84241,-1.6736536,-0.9751645,281.4209,283.9021
23.903965,-3.0954332,-1.4388485,284.18604,286.0647
26.68482,-3.2388725,-1.7039871,286.062,287.93848
26.12135,-2.8753786,-1.4405241,287.1245,289.50806
30.625025,-1.1852217,-0.6691997,286.41724,289.19678
37.706615,-2.0391083,-1.0539598,286.95557,289.95068
19.436527,-2.0636616,-0.93076485,286.56323,289.47168
14.157589,-1.2193766,-0.38229883,283.69507,286.01392
0,0.7436432,0.73865056,283.3938,286.87378
22.56347,-2.771534,-1.3893261,280.86523,283.12402
32.400288,-1.8136282,-0.78526354,281.31152,283.73438
26.96376,-2.2373543,-0.7173953,283.2561,285.5664
26.68482,-1.4979801,-0.79107034,282.23022,284.59717
29.798817,-1.5380898,-0.7782211,283.8628,286.29736
33.88041,-1.5547161,-0.9152486,283.21216,285.60327
36.820614,-2.6668844,-1.3285236,284.95532,286.09204
36.820614,-1.1390238,-0.6276451,285.3872,287.27295
38.385845,-2.1179724,-1.0566082,286.66187,287.55322
30,-1.8347721,-0.9111335,285.62622,288.28003
7.0235558,-1.0421104,-0.40721095,284.1145,286.35962
0,-0.012960371,-1.0293293,281.65698,286.20117
13.059794,-1.4163857,-0.7238423,282.2085,283.8772
16.338734,-1.2425156,-0.5745855,281.51855,284.15015
16.983797,-0.41044682,-0.74055594,278.71387,284.16968
23.404123,-0.88057023,-0.49118686,276.9524,279.2517
26.08335,-0.91543955,-0.50382745,275.8235,278.46045
31.883926,-4.3487463,-1.8147688,279.07593,280.9519
30.300734,-2.4848452,-1.2941046,278.04517,279.5923
25.181145,-2.3347454,-1.1858006,278.71582,279.8606
26.44388,-1.4502468,-0.78146654,277.98975,279.8391
24.061554,-1.0733566,-0.56761444,279.04346,280.4973
26.503675,-1.0794172,-0.63100046,281.11792,283.47876
34.76082,-1.5831175,-0.83332974,281.13037,282.93408
21.316936,-1.9052782,-0.75176406,282.2627,284.7859
0,-1.2148142,1.1496935,284.0603,287.12354
0,0.78876597,-1.2859058,280.32007,284.06055
21.061554,-3.120512,-1.6551647,276.91528,278.3313
17.338734,-3.5823774,-1.6798487,276.66382,277.479
21.701023,-1.7461176,-0.9239918,275.6355,277.02002
15.7446165,-1.5114212,-0.8181526,275.7119,277.2041
32.96376,-1.3304138,-0.66706413,276.61694,278.09424
30.701023,-2.6652994,-0.5161142,280.08472,280.75952
30.96376,-2.1151972,-0.6847804,278.3213,280.1194
22.96376,-2.645564,-1.1530924,278.85596,279.43726
0,-2.0998077,1.905365,281.6548,282.9541
10.880409,-2.0999556,-1.0891714,279.7583,280.99902
0,-3.0206194,1.646306,280.55298,282.36865
0,2.7488708,1.5741959,279.78076,282.94165
13.1248665,-4.2185497,-1.497406,277.26172,279.03687
13.4636,-2.7374525,-1.319294,277.7754,279.3694
9.025314,-0.9946951,-0.5423976,277.21704,278.396
11.282455,-1.3784552,-0.7381205,278.83936,280.39917
10.103389,-2.7912865,-1.121933,276.1526,278.91577
12.721061,-2.6789818,-1.3041878,274.11694,276.67847
14.36053,-2.433299,-1.2819405,273.72485,275.3667
15.3007345,-2.24856,-1.1298475,273.29126,274.91016
20.12135,-1.5179396,-0.81573164,273.62158,274.75684
9.579674,-1.3020325,-0.60923904,274.09546,275.16357
6.5814323,-0.8092971,-0.4372366,273.5437,275.3335
0,-0.773358,0.4147482,275.00122,277.80127
5.6412277,-1.2436438,-0.5931059,275.2417,277.08643
5.6412277,-0.7329586,-0.38822877,277.26025,279.05176
12.184662,-0.84105164,-0.5574375,277.05127,277.5703
9.6647835,-1.3205967,-0.7449133,275.3369,276.7539
18.880089,-1.907485,-0.91547984,277.16846,278.03003
0,0.47498286,1.29673,279.15283,280.4668
10.304253,-0.91707236,-1.0915012,274.2893,277.50635
11.282455,-2.0633993,-0.93188214,273.02222,274.19604
6.5814323,-0.92102426,-0.49729568,274.177,275.56372
14.742539,-1.1918774,-0.613056,274.80835,275.09985
12.22266,-1.0699549,-0.5443762,273.88745,274.74683
14.403806,-3.9528437,-1.8208055,275.9065,277.43555
12.22266,-2.3576603,-1.1095333,275.0752,275.67188
14.403806,-1.298316,-0.69080913,274.81934,276.10962
17.882168,-1.7487669,-0.9274395,275.64746,276.7771
12.822372,-2.1132965,-1.185319,276.12793,276.53296
0,-2.805994,-0.91332746,281.79492,280.70874
0,-1.787116,3.3910913,281.3037,282.0105
0,-2.6032238,1.5496473,279.50146,281.91992
0,-2.2742767,-1.3127298,277.97046,280.36475
12.202941,-2.41463,-1.5956993,277.70337,278.9043
6.3823276,-0.66173315,-0.4394169,274.86377,276.8667
7.1195903,-0.8719522,-0.4780181,273.62646,275.50098
6.8804092,-1.0642185,-0.6163906,274.20947,277.26367
9.458324,-1.4103022,-0.7549701,277.16064,278.7085
14.818854,-3.2423391,-0.81682545,279.02075,279.9917
6.3946924,-1.9000969,-0.7891373,278.04102,279.57422
10.11959,-1.6901875,-0.82590866,277.4629,278.67773
0,-1.397584,1.4681559,279.07544,280.82495
3.4600832,-1.8778658,-0.8595319,274.16553,278.48145
12.22266,-1.2723036,-0.79165906,273.74756,276.92676
7.220902,-0.9536566,-0.482552,272.5996,275.3728
0,1.2187233,2.443306,275.82568,277.635
3.0073543,-2.0185308,-1.3330526,267.12207,274.57202
9.025314,-0.7016036,-0.44646156,271.2998,274.79883
6.9201665,-2.646206,-1.0817804,271.78613,274.88428
0,-0.8264944,-1.4697046,268.93604,275.34766
0,-3.4764395,-1.9142647,267.04614,272.99194
0,-0.95510507,-0.47913557,268.90186,273.27295
0,0.28181005,0.48187155,273.57666,275.55127
0,4.202857,-1.6314316,273.38672,275.9021
0,-1.1099968,-0.56726086,264.73364,274.60986
0,-0.75005347,-0.42665082,270.3623,275.30957
0,-2.324685,0.615006,276.26025,277.10132
1.2029417,-0.77072656,-0.3953213,274.44946,277.66968
6.9201665,-1.5965652,-0.8595457,272.7085,276.34668
0,-2.2302341,1.1191626,278.6167,279.0227
2.4818802,-0.9744705,-0.5231221,273.47852,276.32153
10.003517,-1.8467951,-0.92097276,276.7881,278.41162
0,-3.0879288,2.005581,278.93115,280.4082
0,-0.9871579,1.0385485,278.11548,280.40088
0,-2.8483734,2.3854132,278.5056,280.7444
0,-0.70483834,-0.41311157,274.65283,278.87183
0,-1.414918,-0.6670172,276.8391,278.03418
0,-0.47375482,1.3008947,278.55054,279.85352
10.003517,-2.0159788,-1.0036135,273.85498,276.25854
5.302494,-1.886363,-1.0317831,278.22217,278.75464
11.5071945,-1.3389072,-0.8154648,277.09082,279.55518
14.365807,-2.6867638,-1.4196205,279.60986,281.00146
13.086868,-1.3488836,-0.7960964,278.69922,280.05737
15.568748,-3.4853764,-0.023387957,280.97363,282.7854
0,-2.300333,4.1394587,278.3828,282.0559
0,-0.59624213,0.4101137,275.38696,278.9319
0,-1.2455034,0.57108647,273.62842,278.14404
0,-1.6718006,0.23247403,274.64868,278.0747
0,-2.4928198,6.0282087,277.97876,279.9253
0,-1.7047787,0.6821037,275.08984,279.68604
0,-0.40864128,-0.24224573,271.88037,277.8435
0,0.7814833,1.2125387,273.10278,277.14795
0,-0.7460928,-0.41948557,264.5183,275.34937
0,-2.0730247,-1.4386835,267.75317,275.19165
0,-0.6130533,-0.3183102,269.83496,275.33496
0,-0.5771207,-0.29923195,271.2378,275.5276
0,-1.0475645,-0.53220665,271.78516,275.67896
5.6412277,-1.1064835,-0.54889333,272.34717,276.79492
0,-1.095499,3.0574112,277.4917,279.40723
8.161106,-1.5333824,-0.83729625,273.53223,277.1726
2.1811447,-2.1262388,-0.86591774,276.43335,278.813
0,-2.6987476,2.2090006,277.12256,279.43872
0,-3.2893982,4.261339,279.39844,280.989
0,-2.6136732,1.8397284,277.14087,280.70508
0,-2.0271816,-0.2263596,275.3274,279.73706
0,-1.0299826,-0.582627,272.82617,276.33203
9.440044,-1.4518108,-0.8261866,273.12915,276.1587
16.021477,-2.504078,-1.3661127,275.56348,278.4038
15.644746,-1.9517899,-1.0412769,275.25024,278.19556
6.619431,-1.8422489,-0.7872301,276.4043,279.21582
0,-0.6333734,0.22331852,277.33496,280.45874
13.162865,-1.2245321,-0.6057931,273.93945,276.93457
7.0341616,-2.3709812,-0.43399435,276.35034,279.05615
0,0.27274656,4.470359,278.1599,279.89478
0,2.8009815,7.671938,276.9004,279.27466
0,1.3756056,3.9893894,273.56372,277.72192
0,-0.017131034,1.5646925,273.70654,277.76465
2.4058833,-1.5819817,-0.81060886,271.86865,277.27417
2.4058833,-1.5559711,-0.8712063,271.97388,276.5713
2.7066188,-0.90083224,-0.6757929,271.46338,276.68896
3.608825,-3.4229794,-1.5988007,273.75098,276.5088
9.440044,-1.4799728,-0.71633875,273.90186,277.59326
7.220902,-1.2795076,-0.60503805,274.85278,278.32568
1.8044125,-0.881943,0.42365038,276.3003,279.5769
0,-1.2850485,-0.44067067,277.83813,279.687
0,-1.208231,-0.8756524,273.531,278.67554
17.449158,-2.2295332,-1.5512285,274.33594,277.82935
11.921925,-4.8207445,-2.8797894,278.95923,280.77393
12.184662,-2.899537,-1.2318745,275.9109,278.6277
10.003517,-1.460105,-0.8723784,275.7522,278.9602
10.98172,-2.5945673,-1.1404266,277.04688,279.2744
12.22266,-2.5595217,-1.0350809,278.36572,280.55957
19.405563,-1.2153263,-0.669079,276.8462,280.0122
15.9834795,-1.5671377,-0.9187472,276.81567,280.4077
19.443562,-1.3263102,-0.6412904,277.2273,280.0818
0,0.4466443,3.993783,279.5796,281.90308
0,-1.1137533,0.41942906,273.36426,278.68018
0,-1.7705898,-0.92046046,271.9265,276.1189
9.101311,-0.23444533,-0.065496385,276.60303,278.22363
10.0795145,-1.3552933,-0.67114085,274.42358,277.38892
0,-0.55853415,2.2661533,277.28613,280.5481
4.4762845,-1.0803843,-0.31210154,274.73706,278.12305
0,-2.8965397,1.5966043,275.5254,277.95752
0,-1.2011681,-0.7306176,271.6289,277.3308
4.2102957,-2.9253645,-1.2552185,273.81836,277.4707
11.282455,-3.1462698,-1.5946999,276.64185,279.39795
13.802335,-1.137269,-0.60635114,276.78735,280.4319
0,1.7966595,0.41982198,279.19873,282.85352
0,-2.4472723,2.7764158,271.5586,277.49707
0,-2.0033798,-1.0021791,265.8943,276.69507
0,-0.56347835,-0.3978126,269.5498,275.74023
0,-2.9078197,-1.978919,271.938,275.52563
11.583191,-3.8100443,-1.8148165,275.88013,278.17822
9.702782,-1.0366898,-0.56322306,276.15796,280.0774
15.606747,-1.3118095,-0.6988103,278.3584,281.53296
18.05388,-2.1157389,-0.95025194,280.11987,283.32104
0,-0.70025796,1.5902557,280.3794,282.30005
0,-1.6438847,0.26107466,272.06006,277.99146
0,-0.6490656,-0.70455354,274.47852,277.886
10.003517,-1.3521786,-0.7484316,275.88257,278.71973
11.244457,-1.612524,-0.9340454,279.18848,281.9546
20.579674,-1.733818,-0.8531638,279.79395,282.74976
15,-1.8801041,-0.95369714,280.3396,283.12573
16.246216,-2.114441,-1.1228952,280.97437,283.6084
18.501917,-1.4627314,-0.8309296,280.4026,283.1875
18.72106,-1.8820591,-0.98717755,281.79077,284.73682
8.458324,-2.1601496,-0.027167462,283.69067,285.85767
5.3605304,-0.59098274,-0.6406503,281.11743,283.66992
7.3605304,-0.014322884,-0.57292527,280.11646,281.88086
0,1.5496511,0.20917338,280.04858,283.0017
0,-0.6957689,-0.8692807,276.01123,279.5254
12.443881,-0.9895732,-0.7571534,277.65967,280.26758
17.103388,-0.8677769,-0.6207113,278.0835,280.85522
21.501917,-1.4689894,-1.2647886,277.3623,280.19604
23.465677,-1.8528547,-1.6580906,278.1228,280.34888
20.902205,-1.7975645,-1.2308168,278.9629,280.37378
14.902205,-1.7586145,-1.2733669,280.49365,282.70752
0,-1.3266554,-0.5176542,280.3589,282.30713
0,-0.5378139,0.50366837,270.47095,278.62744
3.9095604,-0.8183001,-0.70164084,270.24365,277.11426
15.005276,-1.5160942,-0.93853813,275.62427,278.22046
17.449158,-3.4579744,-1.9188251,278.698,280.68652
22.188179,-4.7182837,-1.8691406,281.34717,283.5298
20.20294,-3.4167614,-2.0612583,281.31763,283.41528
27.123108,-1.6041698,-1.0072613,281.56763,284.3518
22.60323,-1.6749458,-1.0518637,282.6499,285.44653
23.72282,-1.3852654,-0.835474,283.63037,286.18677
20.940205,-2.0058136,-1.0667582,284.80566,285.9375
21.586708,-2.0549536,-1.3582544,285.50488,286.79053
23.119589,-2.0153713,-1.1509047,285.50464,286.97803
